,assgraphs,timediff,colony,f1,f1,tp,tp,fp,fp,fn,fn,tn,tn,num_cells1,num_cells1,num_cells2,num_cells2,precision,precision,recall,recall
,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
0,fourier_descriptor,5,colony000,0.9976609697648054,4.970943813255204e-05,11587.333333333334,0.5773502691893632,30.666666666666668,0.5773502691896263,23.666666666666668,0.5773502691896263,2159571.3333333335,0.5773502691224134,11618.0,0.0,11968.0,0.0,0.9973604177425833,4.969446283276075e-05,0.9979617029828036,4.972442246054097e-05
1,fourier_descriptor,5,colony005,0.9990064580228516,0.00021510814798412,2681.3333333333335,0.5773502691896586,2.6666666666666665,0.5773502691896258,2.6666666666666665,0.5773502691896258,57469.333333333336,0.5773502691901509,2684.0,0.0,2720.0,0.0,0.9990064580228516,0.00021510814798412,0.9990064580228516,0.00021510814798412
2,fourier_descriptor,5,colony006,0.9977307110438729,0.00033355412393651666,7914.0,2.6457513110645907,18.0,2.6457513110645907,18.0,2.6457513110645907,1275661.0,2.6457513110645907,7932.0,0.0,8260.0,0.0,0.9977307110438729,0.00033355412393651666,0.9977307110438729,0.00033355412393651666
3,fourier_descriptor,5,colony007,0.9730044386232991,0.0010120258255527231,11143.333333333334,11.590225767142323,315.6666666666667,11.590225767142478,302.6666666666667,11.590225767142478,2716837.3333333335,11.59022576710397,11496.0,0.0,11746.0,0.0,0.9724525118538558,0.0010114517643025566,0.9735569922534801,0.0010126005388032128
4,fourier_descriptor,5,test_set_1,1.0,0.0,1123.0,0.0,0.0,0.0,0.0,0.0,21133.0,0.0,1123.0,0.0,1136.0,0.0,1.0,0.0,1.0,0.0
5,fourier_descriptor,5,test_set_2,1.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,554.0,0.0,138.0,0.0,140.0,0.0,1.0,0.0,1.0,0.0
6,fourier_descriptor,5,test_set_3,0.9968597896059035,0.0014390251829035038,2116.3333333333335,3.055050463303881,6.666666666666667,3.0550504633038935,6.666666666666667,3.0550504633038935,240440.33333333334,3.0550504633030995,2123.0,0.0,2156.0,0.0,0.9968597896059035,0.0014390251829035038,0.9968597896059035,0.0014390251829035038
7,fourier_descriptor,5,test_set_4,0.9777003172900747,0.007955600415238283,3646.3333333333335,29.670411748631615,86.66666666666667,29.67041174863155,79.66666666666667,29.67041174863155,752271.3333333334,29.67041174864692,3740.0,0.0,3802.0,0.0,0.9767836413965533,0.00794814137386325,0.9786187153336913,0.007963073469842135
8,fourier_descriptor,5,test_set_5,0.9976019184652278,0.0006390152398335818,2704.0,1.7320508075688772,11.0,1.7320508075688772,2.0,1.7320508075688772,391913.0,1.7320508075688772,2724.0,0.0,2744.0,0.0,0.9959484346224677,0.0006379560985520678,0.9992609016999262,0.0006400779037578948
9,fourier_descriptor,5,test_set_6,1.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,16803.0,0.0,384.0,0.0,399.0,0.0,1.0,0.0,1.0,0.0
10,fourier_descriptor,5,test_set_7,0.9922540666150272,0.0013416350174815432,1281.0,1.7320508075688772,12.0,1.7320508075688772,8.0,1.7320508075688772,192080.0,1.7320508075688772,1293.0,0.0,1336.0,0.0,0.9907192575406034,0.0013395597893030439,0.9937936384794415,0.0013437166854685409
11,fourier_descriptor,10,colony000,0.9925570796525651,0.0004468613625292027,11179.666666666666,5.033222956847136,90.33333333333333,5.033222956847167,77.33333333333333,5.033222956847167,2096455.6666666667,5.033222956851021,11270.0,0.0,11964.0,0.0,0.9919846199349305,0.0004466036341480492,0.9931302004678569,0.0004471193885446682
12,fourier_descriptor,10,colony005,0.99848828420257,0.0003779289493576199,2642.0,1.0,4.0,1.0,4.0,1.0,56753.0,1.0,2646.0,0.0,2718.0,0.0,0.99848828420257,0.0003779289493576199,0.99848828420257,0.0003779289493576199
13,fourier_descriptor,10,colony006,0.9914720545788507,0.004658955892040045,7557.0,35.510561809129406,65.0,35.510561809129406,65.0,35.510561809129406,1224636.0,35.510561809129406,7622.0,0.0,8257.0,0.0,0.9914720545788507,0.004658955892040045,0.9914720545788507,0.004658955892040045
14,fourier_descriptor,15,colony000,0.9816417158815182,0.0005718077185733281,10721.0,6.244997998398398,210.0,6.244997998398398,191.0,6.244997998398398,2034753.0,6.244997998398398,10931.0,0.0,11960.0,0.0,0.9807885829292836,0.0005713107673953069,0.9824963343108504,0.0005723055350438298
15,fourier_descriptor,15,colony005,0.9959100204498977,0.0005857075274738601,2597.3333333333335,1.5275252316518846,10.666666666666666,1.5275252316519465,10.666666666666666,1.5275252316519465,56025.333333333336,1.5275252316509542,2608.0,0.0,2716.0,0.0,0.9959100204498977,0.0005857075274738601,0.9959100204498977,0.0005857075274738601
16,fourier_descriptor,15,colony006,0.9644286754002911,0.017538179310190576,7067.333333333333,128.51977798507627,260.6666666666667,128.51977798507642,260.6666666666667,128.51977798507642,1176729.3333333333,128.5197779850435,7328.0,0.0,8254.0,0.0,0.9644286754002911,0.017538179310190576,0.9644286754002911,0.017538179310190576
17,fourier_descriptor,20,colony000,0.96372535133689,0.0021744929196816365,10206.333333333334,23.028967265888085,396.6666666666667,23.028967265887825,371.6666666666667,23.028967265887825,1975246.3333333333,23.028967265855815,10603.0,0.0,11956.0,0.0,0.9625892043132446,0.0021719293846918964,0.9648641835255561,0.002177062513319013
18,fourier_descriptor,20,colony005,0.9917023207571632,0.00022456253177348593,2549.6666666666665,0.5773502691895601,21.333333333333332,0.5773502691896263,21.333333333333332,0.5773502691896263,55322.666666666664,0.5773502691885756,2571.0,0.0,2713.0,0.0,0.9917023207571632,0.00022456253177348593,0.9917023207571632,0.00022456253177348593
19,fourier_descriptor,20,colony006,0.9088286754622406,0.026851441744748288,6406.333333333333,189.2758128587308,642.6666666666666,189.27581285873094,642.6666666666666,189.27581285873094,1131721.3333333333,189.27581285869752,7049.0,0.0,8251.0,0.0,0.9088286754622406,0.026851441744748288,0.9088286754622406,0.026851441744748288
20,geometrical_and_fourier,5,colony000,0.9974026719474222,0.0005468038194572472,11584.333333333334,6.350852961085752,33.666666666666664,6.350852961085883,26.666666666666668,6.3508529610858835,2159568.3333333335,6.3508529610522775,11618.0,0.0,11968.0,0.0,0.9971021977391405,0.0005466390911590782,0.9977033273045675,0.000546968647066167
21,geometrical_and_fourier,5,colony005,1.0,0.0,2684.0,0.0,0.0,0.0,0.0,0.0,57472.0,0.0,2684.0,0.0,2720.0,0.0,1.0,0.0,1.0,0.0
22,geometrical_and_fourier,5,colony006,0.9983610690872414,0.0005495334018585068,7919.0,4.358898943540674,13.0,4.358898943540674,13.0,4.358898943540674,1275666.0,4.358898943540674,7932.0,0.0,8260.0,0.0,0.9983610690872414,0.0005495334018585068,0.9983610690872414,0.0005495334018585068
23,geometrical_and_fourier,5,colony007,0.9669272654081654,0.00038312551791407486,15212.666666666666,6.027713773341683,536.3333333333334,6.0277137733417065,504.3333333333333,6.027713773341709,4039016.6666666665,6.027713773335271,15796.0,0.0,16064.0,0.0,0.9659449277202786,0.00038273628632551506,0.9679116031473352,0.0003835155419826754
24,geometrical_and_fourier,5,test_set_1,1.0,0.0,1123.0,0.0,0.0,0.0,0.0,0.0,21133.0,0.0,1123.0,0.0,1136.0,0.0,1.0,0.0,1.0,0.0
25,geometrical_and_fourier,5,test_set_2,1.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,554.0,0.0,138.0,0.0,140.0,0.0,1.0,0.0,1.0,0.0
26,geometrical_and_fourier,5,test_set_3,0.9941906107709216,0.001961060762568257,2110.6666666666665,4.163331998932202,12.333333333333334,4.163331998932265,12.333333333333334,4.163331998932265,240434.66666666666,4.163331998928188,2123.0,0.0,2156.0,0.0,0.9941906107709216,0.001961060762568257,0.9941906107709216,0.001961060762568257
27,geometrical_and_fourier,5,test_set_4,0.9398936407918845,0.02078386906955095,3505.3333333333335,77.51343969488995,227.66666666666666,77.51343969488991,220.66666666666666,77.51343969488991,752130.3333333334,77.5134396949046,3740.0,0.0,3802.0,0.0,0.9390124118224841,0.020764382452421643,0.9407765253175882,0.020803392295998303
28,geometrical_and_fourier,5,test_set_5,0.9897312918895653,0.005998277512516601,2682.6666666666665,16.258331197676203,32.333333333333336,16.258331197676263,23.333333333333332,16.258331197676263,391891.6666666667,16.25833119768417,2724.0,0.0,2744.0,0.0,0.9880908532842234,0.005988335616086903,0.9913771864991378,0.006008252475120616
29,geometrical_and_fourier,5,test_set_6,1.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,16803.0,0.0,384.0,0.0,399.0,0.0,1.0,0.0,1.0,0.0
30,geometrical_and_fourier,5,test_set_7,0.9950942421895171,0.00044721167249389313,1284.6666666666667,0.5773502691896093,8.333333333333334,0.5773502691896258,4.333333333333333,0.5773502691896257,192083.66666666666,0.5773502691917262,1293.0,0.0,1336.0,0.0,0.9935550399587522,0.0004465199297675985,0.9966382208430309,0.00044790556182293774
31,geometrical_and_fourier,10,colony000,0.991136562051464,0.000997896763888566,11163.666666666666,11.239810200058049,106.33333333333333,11.239810200058246,93.33333333333333,11.239810200058246,2096439.6666666667,11.239810200083275,11270.0,0.0,11964.0,0.0,0.9905649216208223,0.0009973212244949912,0.9917088626336207,0.0009984729679362052
32,geometrical_and_fourier,10,colony005,0.9993701184177374,0.00021819738064603007,2644.3333333333335,0.5773502691895601,1.6666666666666667,0.5773502691896258,1.6666666666666667,0.5773502691896258,56755.333333333336,0.5773502691885756,2646.0,0.0,2718.0,0.0,0.9993701184177374,0.00021819738064603007,0.9993701184177374,0.00021819738064603007
33,geometrical_and_fourier,10,colony006,0.9952768302282866,0.0017055890842298355,7586.0,13.0,36.0,13.0,36.0,13.0,1224665.0,13.0,7622.0,0.0,8257.0,0.0,0.9952768302282866,0.0017055890842298355,0.9952768302282866,0.0017055890842298355
34,geometrical_and_fourier,15,colony000,0.9775519235758213,0.0019257173531530953,10676.333333333334,21.031722072463364,254.66666666666666,21.031722072463147,235.66666666666666,21.031722072463147,2034708.3333333333,21.031722072435006,10931.0,0.0,11960.0,0.0,0.976702345012655,0.0019240437354736918,0.978402981427175,0.0019273938849397121
35,geometrical_and_fourier,15,colony005,0.9975715746421269,0.0004427532739184141,2601.6666666666665,1.1547005383792186,6.333333333333333,1.1547005383792517,6.333333333333333,1.1547005383792517,56029.666666666664,1.1547005383787263,2608.0,0.0,2716.0,0.0,0.9975715746421269,0.0004427532739184141,0.9975715746421269,0.0004427532739184141
36,geometrical_and_fourier,15,colony006,0.9681586608442503,0.010441268469720972,7094.666666666667,76.51361534611571,233.33333333333334,76.51361534611557,233.33333333333334,76.51361534611557,1176756.6666666667,76.51361534614892,7328.0,0.0,8254.0,0.0,0.9681586608442503,0.010441268469720972,0.9681586608442503,0.010441268469720972
37,geometrical_and_fourier,20,colony000,0.9561714114851361,0.0070295877483649025,10126.333333333334,74.44684904905895,476.6666666666667,74.4468490490587,451.6666666666667,74.4468490490587,1975166.3333333333,74.4468490490273,10603.0,0.0,11956.0,0.0,0.9550441698890251,0.007021300485622811,0.9573013171992185,0.007037894597188443
38,geometrical_and_fourier,20,colony005,0.9931284843770257,0.0011882732257113531,2553.3333333333335,3.055050463303881,17.666666666666668,3.0550504633038935,17.666666666666668,3.0550504633038935,55326.333333333336,3.055050463303695,2571.0,0.0,2713.0,0.0,0.9931284843770257,0.0011882732257113531,0.9931284843770257,0.0011882732257113531
39,geometrical_and_fourier,20,colony006,0.8792736558377076,0.03872889771598818,6198.0,273.0,851.0,273.0,851.0,273.0,1131513.0,273.0,7049.0,0.0,8251.0,0.0,0.8792736558377076,0.03872889771598818,0.8792736558377076,0.03872889771598818
40,geometrical_features_only,5,colony000,0.9975461707348572,0.0,11586.0,0.0,32.0,0.0,25.0,0.0,2159570.0,0.0,11618.0,0.0,11968.0,0.0,0.9972456532966087,0.0,0.9978468693480321,0.0
41,geometrical_features_only,5,colony005,0.9997516145057128,0.00043021629596848835,2683.3333333333335,1.1547005383792186,0.6666666666666666,1.1547005383792517,0.6666666666666666,1.1547005383792517,57471.333333333336,1.1547005383787263,2684.0,0.0,2720.0,0.0,0.9997516145057128,0.00043021629596848835,0.9997516145057128,0.00043021629596848835
42,geometrical_features_only,5,colony006,0.9984871406959153,0.00012607160867364464,7920.0,1.0,12.0,1.0,12.0,1.0,1275667.0,1.0,7932.0,0.0,8260.0,0.0,0.9984871406959153,0.00012607160867364464,0.9984871406959153,0.00012607160867364464
43,geometrical_features_only,5,colony007,0.973499235974678,0.0010069908399625174,11149.0,11.532562594670797,310.0,11.532562594670797,297.0,11.532562594670797,2716843.0,11.532562594670797,11496.0,0.0,11746.0,0.0,0.9729470285365215,0.0010064196347561783,0.9740520705923467,0.0010075626939255269
44,geometrical_features_only,5,test_set_1,1.0,0.0,1123.0,0.0,0.0,0.0,0.0,0.0,21133.0,0.0,1123.0,0.0,1136.0,0.0,1.0,0.0,1.0,0.0
45,geometrical_features_only,5,test_set_2,1.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,554.0,0.0,138.0,0.0,140.0,0.0,1.0,0.0,1.0,0.0
46,geometrical_features_only,5,test_set_3,0.9965457685664939,0.0007195125914515869,2115.6666666666665,1.527525231651959,7.333333333333333,1.5275252316519465,7.333333333333333,1.5275252316519465,240439.66666666666,1.5275252316527406,2123.0,0.0,2156.0,0.0,0.9965457685664939,0.0007195125914515869,0.9965457685664939,0.0007195125914515869
47,geometrical_features_only,5,test_set_4,0.9687625687089422,0.010220736588039101,3613.0,38.118237105091836,120.0,38.118237105091836,113.0,38.118237105091836,752238.0,38.118237105091836,3740.0,0.0,3802.0,0.0,0.9678542727029198,0.010211153791880947,0.9696725711218465,0.010230337387303123
48,geometrical_features_only,5,test_set_5,0.9968640472237595,0.002556060959334255,2702.0,6.928203230275509,13.0,6.928203230275509,4.0,6.928203230275509,391911.0,6.928203230275509,2724.0,0.0,2744.0,0.0,0.9952117863720074,0.0025518243942083832,0.9985218033998522,0.0025603116150315786
49,geometrical_features_only,5,test_set_6,1.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,16803.0,0.0,384.0,0.0,399.0,0.0,1.0,0.0,1.0,0.0
50,geometrical_features_only,5,test_set_7,0.9943196488510199,0.0008944233449878102,1283.6666666666667,1.154700538379268,9.333333333333334,1.1547005383792515,5.333333333333333,1.1547005383792517,192082.66666666666,1.1547005383771511,1293.0,0.0,1336.0,0.0,0.9927816447538026,0.0008930398595352211,0.9958624256529611,0.0008958111236456031
51,geometrical_features_only,10,colony000,0.9919060090853938,0.00018481519949090658,11172.333333333334,2.0816659994659505,97.66666666666667,2.081665999466134,84.66666666666667,2.081665999466134,2096448.3333333333,2.0816659994894344,11270.0,0.0,11964.0,0.0,0.9913339248742975,0.00018470860687368356,0.9924787539604987,0.00018492191520531808
52,geometrical_features_only,10,colony005,0.99899218946838,0.00021819738064603007,2643.3333333333335,0.5773502691895601,2.6666666666666665,0.5773502691896257,2.6666666666666665,0.5773502691896257,56754.333333333336,0.5773502691885756,2646.0,0.0,2718.0,0.0,0.99899218946838,0.00021819738064603007,0.99899218946838,0.00021819738064603007
53,geometrical_features_only,10,colony006,0.9962826904574477,0.0003029914821251959,7593.666666666667,2.309401076758437,28.333333333333332,2.309401076758503,28.333333333333332,2.309401076758503,1224672.6666666667,2.3094010767417,7622.0,0.0,8257.0,0.0,0.9962826904574477,0.0003029914821251959,0.9962826904574477,0.0003029914821251959
54,geometrical_features_only,15,colony000,0.9806955699003495,0.0006993202543843787,10710.666666666666,7.637626158259684,220.33333333333334,7.6376261582597325,201.33333333333334,7.6376261582597325,2034742.6666666667,7.637626158266085,10931.0,0.0,11960.0,0.0,0.9798432592321533,0.0006987124836025279,0.9815493646138808,0.0006999290834182422
55,geometrical_features_only,15,colony005,0.9960378323108384,0.00044275327391839,2597.6666666666665,1.1547005383793172,10.333333333333334,1.1547005383792517,10.333333333333334,1.1547005383792517,56025.666666666664,1.1547005383803017,2608.0,0.0,2716.0,0.0,0.9960378323108384,0.00044275327391839,0.9960378323108384,0.00044275327391839
56,geometrical_features_only,15,colony006,0.9809406841339156,0.0027710142668336503,7188.333333333333,20.305992547357455,139.66666666666666,20.305992547357373,139.66666666666666,20.305992547357373,1176850.3333333333,20.305992547376963,7328.0,0.0,8254.0,0.0,0.9809406841339156,0.0027710142668336503,0.9809406841339156,0.0027710142668336503
57,geometrical_features_only,20,colony000,0.9627181593566562,0.0031843985634777954,10195.666666666666,33.724372986511405,407.3333333333333,33.7243729865113,382.3333333333333,33.7243729865113,1975235.6666666667,33.72437298649807,10603.0,0.0,11956.0,0.0,0.9615831997233487,0.0031806444389805245,0.9638558013487112,0.0031881615604566755
58,geometrical_features_only,20,colony005,0.9919616232335019,0.0005941366128556267,2550.3333333333335,1.527525231651959,20.666666666666668,1.5275252316519465,20.666666666666668,1.5275252316519465,55323.333333333336,1.527525231652145,2571.0,0.0,2713.0,0.0,0.9919616232335019,0.0005941366128556267,0.9919616232335019,0.0005941366128556267
59,geometrical_features_only,20,colony006,0.9346006525748333,0.013923655505535494,6588.0,98.14784765851975,461.0,98.14784765851975,461.0,98.14784765851975,1131903.0,98.14784765851975,7049.0,0.0,8251.0,0.0,0.9346006525748333,0.013923655505535494,0.9346006525748333,0.013923655505535494
